#TIC Period t0 Duration Depth SNR Depth_even Depth_odd Depth_half
167086201 1.0983949155789243 0.28500000000000003 0.2 46554.89077015233 2447381.4633619846 62780.58296456274 30500.49620594685 1793.0944044163625
471013524 0.659501254280137 0.175 0.2 39377.27477895423 2443151.5993792 39671.18113865118 39080.90132207745 7610.188716363176
224285325 0.4395683456062566 0.4375 0.085 45719.605518603414 2434712.404299603 31505.889130996133 35351.686777747695 43828.48383306619
12377787 1.3392928506194843 0.61 0.2 49734.68394725508 2428920.177912962 48736.33954904313 50750.894207997684 17012.976913763137
69911347 19.68633011321249 13.272499999999999 0.165 220511.1791017624 2397615.09512604 0.0 220511.17910176236 78259.19941854985
231851620 3.718644455921193 2.0775 0.165 83596.09879059122 2334170.548845361 84130.1966980612 82902.52376145404 42068.491020930145
149175965 0.4473562781905519 0.3925 0.055 52088.612501179785 2324163.2057568254 51983.80442009568 52186.55230801419 60277.8566990472
144406668 0.7233535169359161 0.325 0.2 38415.53073151894 2323189.4822767978 38483.909452990236 38347.152010047634 4639.73276237649
167303776 18.007379431143733 10.834999999999999 0.2 138302.69464362352 2320575.164965811 84483.32332621122 191374.57469273842 97069.60019562826
70788006 0.944065002417279 0.665 0.2 41922.02587410053 2318483.3000368034 42202.73520102787 41623.24961708904 11487.715350734035
229154157 0.4550821457824161 0.27 0.05 54139.08721096393 2306561.8026029957 53969.96003018209 54296.54493598295 1543.7905845457067
206544316 0.6439551397873889 0.37 0.11 44076.571098290195 2235544.904880769 44354.5071673919 43803.61723785351 55076.80732740213
201796819 0.42804211701519396 0.155 0.06 46827.25701177048 2201414.89226708 44932.68746545268 48699.847793049754 239.80482853452918
224283342 0.887480004417637 0.475 0.2 38814.71374460562 2193870.85930235 37980.95587725194 39720.62373509567 11958.538299952059
251829135 0.4029510396015968 0.35000000000000003 0.05 48699.20464314938 2181532.1685758913 56136.7682324971 41130.813198228105 5274.344907461693
89502706 0.47948981043011957 0.115 0.2 32538.32013692775 2172574.275063226 32574.17645681722 32502.13537652625 8928.27091677434
231020924 0.7068291248470466 0.33 0.2 35462.02889584218 2157314.847561027 34647.65091561155 36305.388298856815 1059.6873010277889
